Name,r,claimedtype,redshift,alias,spectrum_count,in_anderson,in_cccp,in_pantheon,in_sanders,spec_class
AT2019emy,2,Candidate,,AT2019emy;ZTF18abuclrt,0,0,0,0,0,0
AT2019emz,2,Candidate,,AT2019emz;ZTF18abudsie,0,0,0,0,0,0
AT2019en,1,Candidate,,AT2019en;ZTF19aaasvjv,0,0,0,0,0,0
AT2019ena,1,Candidate,,AT2019ena;ZTF19aasslgt;ATLAS19jew,0,0,0,0,0,0
AT2019enb,1,Candidate,,AT2019enb;ZTF19aatuxrr,0,0,0,0,0,0
AT2019end,1,Candidate,,AT2019end;ZTF18abdkclb,0,0,0,0,0,0
AT2019ene,2,Candidate,,AT2019ene;ZTF19aaprwmw,0,0,0,0,0,0
AT2019enf,1,Candidate,,AT2019enf;ZTF19aassngp;ATLAS19kjv,0,0,0,0,0,0
AT2019eng,2,Candidate,,AT2019eng;ZTF19aassokj;ATLAS19kfh,0,0,0,0,0,0
AT2019enh,1,Candidate,,AT2019enh;ZTF19aassqrg,0,0,0,0,0,0
AT2019eni,1,Candidate,,AT2019eni;ZTF19aassrcz,0,0,0,0,0,0
AT2019enj,1,Candidate,,AT2019enj;ZTF19aassrha,0,0,0,0,0,0
AT2019enk,2,Candidate,,AT2019enk;ZTF19aassrpp,0,0,0,0,0,0
AT2019enl,1,Candidate,,AT2019enl;ZTF19aasssmh,0,0,0,0,0,0
AT2019enm,1,Candidate,,AT2019enm;ZTF19aasssml,0,0,0,0,0,0
AT2019eno,2,Candidate,,AT2019eno;ZTF19aatvlca,0,0,0,0,0,0
AT2019enq,1,Candidate,,AT2019enq;ZTF19aatvmds,0,0,0,0,0,0
AT2019ent,1,Candidate,,AT2019ent;ATLAS19inb;ZTF19aarmujg,0,0,0,0,0,0
AT2019eo,1,Candidate,,AT2019eo;ZTF19aaatepo;ATLAS19aqw,0,0,0,0,0,0
AT2019eob,1,Candidate,,AT2019eob;ZTF19aatgijw;ATLAS19jgf;PS19ahe,0,0,0,0,0,0
AT2019eof,1,Candidate,,AT2019eof;ZTF19aaskqzi,0,0,0,0,0,0
AT2019eog,2,Candidate,,AT2019eog;ZTF19aatlmbl,0,0,0,0,0,0
AT2019eol,1,Candidate,,AT2019eol;ZTF19aaruxqx;ATLAS19kdq,0,0,0,0,0,0
AT2019eon,1,Candidate,,AT2019eon;ZTF19aathate,0,0,0,0,0,0
AT2019eoo,1,Candidate,,AT2019eoo;ZTF19aatysfx,0,0,0,0,0,0
AT2019eop,2,Candidate,,AT2019eop;ZTF19aatyxgr,0,0,0,0,0,0
AT2019eoq,2,Candidate,,AT2019eoq;ZTF19aatgwoe,0,0,0,0,0,0
AT2019eor,2,Candidate,,AT2019eor;ZTF19aatyzlu,0,0,0,0,0,0
AT2019eos,2,Candidate,,AT2019eos;ZTF19aafohks,0,0,0,0,0,0
AT2019eot,1,Candidate,,AT2019eot;ZTF19aarphwc;ATLAS19kes,0,0,0,0,0,0
AT2019eou,2,Candidate,,AT2019eou;ZTF19aathmag,0,0,0,0,0,0
AT2019eoy,1,Candidate,,AT2019eoy;ZTF19aasewrq,0,0,0,0,0,0
AT2019eoz,2,Candidate,,AT2019eoz;ZTF18abgqbsh;ATLAS19lez,0,0,0,0,0,0
AT2019ep,1,Star,,AT2019ep;ZTF19aaaxlby,0,0,0,0,0,0
AT2019epa,1,Candidate,,AT2019epa;ZTF19aaucsyq;PS19ape,0,0,0,0,0,0
AT2019epb,1,Candidate,,AT2019epb;ZTF19aauctnj,0,0,0,0,0,0
AT2019epc,1,Candidate,,AT2019epc;ZTF19aauctno;ATLAS19kvi,0,0,0,0,0,0
AT2019epd,1,Candidate,,AT2019epd;ZTF19aaucttf,0,0,0,0,0,0
AT2019epe,1,Candidate,,AT2019epe;ZTF19aaucykd,0,0,0,0,0,0
AT2019epf,1,Candidate,,AT2019epf;ZTF19aaucyws,0,0,0,0,0,0
AT2019epg,1,Candidate,,AT2019epg;ZTF19aaudarv,0,0,0,0,0,0
AT2019eph,1,Candidate,,AT2019eph;ZTF19aarfeok,0,0,0,0,0,0
AT2019epi,1,Candidate,,AT2019epi;ZTF19aatqbzs,0,0,0,0,0,0
AT2019epk,1,Candidate,,AT2019epk;ZTF19aarhoyh,0,0,0,0,0,0
AT2019epl,1,Candidate,,AT2019epl;ZTF19aarnhuv,0,0,0,0,0,0
AT2019epo,1,Candidate,,AT2019epo;ZTF19aarzrfx;ATLAS19kfp,0,0,0,0,0,0
AT2019epp,1,Candidate,,AT2019epp;ZTF19aatgheu;ATLAS19kfm;PS19ahb,0,0,0,0,0,0
AT2019epq,1,Candidate,,AT2019epq;ZTF19aatghnh;ATLAS19kbn,0,0,0,0,0,0
AT2019epr,2,Candidate,,AT2019epr;ZTF18aabvvjy,0,0,0,0,0,0
AT2019eps,1,Candidate,,AT2019eps;ZTF19aaoxlzb,0,0,0,0,0,0
AT2019ept,2,Candidate,,AT2019ept;ZTF19aarnyov,0,0,0,0,0,0
AT2019epu,2,Candidate,,AT2019epu;ZTF19aarocdl,0,0,0,0,0,0
AT2019epv,1,Candidate,,AT2019epv;ZTF19aaskaxz,0,0,0,0,0,0
AT2019epx,1,Candidate,,AT2019epx;ZTF18abjyivn,0,0,0,0,0,0
AT2019eqa,1,Candidate,,AT2019eqa;ZTF19aarkzlc,0,0,0,0,0,0
AT2019eqb,1,Candidate,,AT2019eqb;ZTF19aasbphu,0,0,0,0,0,0
AT2019eqc,1,Candidate,,AT2019eqc;ZTF19aatfkms;ATLAS19kcm,0,0,0,0,0,0
AT2019eqd,1,Candidate,,AT2019eqd;ZTF19aatlqju,0,0,0,0,0,0
AT2019eqe,2,Candidate,,AT2019eqe;ZTF19aaafqhc,0,0,0,0,0,0
AT2019eqf,2,Candidate,,AT2019eqf;ZTF19aarjsgr;ATLAS19img,0,0,0,0,0,0
AT2019eqg,1,Candidate,,AT2019eqg;ZTF19aarjshs,0,0,0,0,0,0
AT2019eqi,1,Candidate,,AT2019eqi;ZTF19aathmll;ATLAS19jti,0,0,0,0,0,0
AT2019eql,1,Candidate,,AT2019eql;ZTF19aasgdim,0,0,0,0,0,0
AT2019eqm,2,Candidate,,AT2019eqm;ZTF19aarfrpq,0,0,0,0,0,0
AT2019eqn,2,Candidate,,AT2019eqn;ZTF19aauezln,0,0,0,0,0,0
AT2019esb,1,Candidate,,AT2019esb;ZTF17aadpyhf,0,0,0,0,0,0
AT2019esc,1,Candidate,,AT2019esc;ZTF18achdqgi,0,0,0,0,0,0
AT2019esd,1,Candidate,,AT2019esd;ZTF19aatlake,0,0,0,0,0,0
AT2019ese,1,Candidate,,AT2019ese;ZTF19aaufbtu,0,0,0,0,0,0
AT2019eur,2,Candidate,,AT2019eur;ATLAS19jlw;ZTF19aatmfta,0,0,0,0,0,0
AT2019eut,2,Candidate,,AT2019eut;ATLAS19jmd;ZTF19aasmjwo,0,0,0,0,0,0
AT2019evd,1,Candidate,,AT2019evd;ZTF18aarcouj,0,0,0,0,0,0
AT2019evf,1,Candidate,,AT2019evf;ZTF19aaugoig;ATLAS19klq,0,0,0,0,0,0
AT2019evm,1,Candidate,,AT2019evm;ZTF19aaujlou,0,0,0,0,0,0
AT2019evu,1,Candidate,,AT2019evu;ATLAS19jmj,0,0,0,0,0,0
AT2019ewa,1,Candidate,,AT2019ewa;ZTF19aaujwiz,0,0,0,0,0,0
AT2019ewb,1,Candidate,0.038136,AT2019ewb;ZTF19aatqzrb,0,0,0,0,0,0
AT2019ewf,1,Candidate,,AT2019ewf;ZTF19aasqgdg,0,0,0,0,0,0
AT2019ewg,2,Candidate,,AT2019ewg;ZTF19aatgxrp;ATLAS19ken,0,0,0,0,0,0
AT2019ewh,1,Candidate,,AT2019ewh;ZTF19aatklvw;ATLAS19kez,0,0,0,0,0,0
AT2019ewj,2,Candidate,,AT2019ewj;ZTF19aatxwzp,0,0,0,0,0,0
AT2019ewk,1,Candidate,,AT2019ewk;ZTF19aaufzcj,0,0,0,0,0,0
AT2019ewl,1,Candidate,,AT2019ewl;ZTF18acaxiav,0,0,0,0,0,0
AT2019ewm,1,Candidate,,AT2019ewm;ZTF19aaqffad,0,0,0,0,0,0
AT2019ewn,1,Candidate,,AT2019ewn;ZTF19aattnch;ATLAS19kmp,0,0,0,0,0,0
AT2019ewq,1,Candidate,,AT2019ewq;ZTF19aatgxti;PS19apm,0,0,0,0,0,0
AT2019ewr,2,Candidate,,AT2019ewr;ZTF19aatnfyv;PS19atf,0,0,0,0,0,0
AT2019ews,2,Candidate,,AT2019ews;ZTF19aatohkf,0,0,0,0,0,0
AT2019ewv,2,Candidate,,AT2019ewv;ATLAS19jvm;ATLAS19kdw;ZTF19aarisyg,0,0,0,0,0,0
AT2019exk,2,Candidate,,AT2019exk;ATLAS19kex,0,0,0,0,0,0
AT2019ext,3,Candidate,,AT2019ext;ATLAS19juf;ZTF19aaujwrp,0,0,0,0,0,0
AT2019exx,1,Candidate,,AT2019exx;ATLAS19kjl,0,0,0,0,0,0
AT2019fcj,1,Candidate,,AT2019fcj;ZTF18aaivkef,0,0,0,0,0,0
AT2019fcq,2,Candidate,,AT2019fcq;ATLAS19kmu;ZTF19aauhhjy,0,0,0,0,0,0
AT2019fcv,1,Candidate,,AT2019fcv;ZTF19aaultvi,0,0,0,0,0,0
AT2019fcz,2,Candidate,,AT2019fcz;ZTF19aaumrok,0,0,0,0,0,0
AT2019fdb,1,Candidate,,AT2019fdb;ZTF18aawjxgs,0,0,0,0,0,0
AT2019fdd,1,Candidate,,AT2019fdd;ZTF19aaujzsw,0,0,0,0,0,0
AT2019fde,2,Candidate,,AT2019fde;ZTF19aaumeql,0,0,0,0,0,0
AT2019fdg,1,Candidate,,AT2019fdg;ZTF19aatlauy,0,0,0,0,0,0
AT2019fdi,1,Candidate,,AT2019fdi;ZTF19aatstac,0,0,0,0,0,0
AT2019fdk,1,Candidate,,AT2019fdk;ZTF19aarouww;ATLAS19kbr,0,0,0,0,0,0
AT2019fdl,2,Candidate,,AT2019fdl;ZTF19aatgylw,0,0,0,0,0,0
AT2019fdm,1,Candidate,,AT2019fdm;ZTF19aatofuo;PS19apl,0,0,0,0,0,0
AT2019fdn,1,Candidate,,AT2019fdn;ZTF19aatuovq;ATLAS19led,0,0,0,0,0,0
AT2019fdp,2,Candidate,,AT2019fdp;ZTF18aanxnrz,0,0,0,0,0,0
AT2019fdq,1,Candidate,,AT2019fdq;ZTF19aatoyno;PS19afw,0,0,0,0,0,0
AT2019fds,1,Candidate,,AT2019fds;ZTF18aazwnls,0,0,0,0,0,0
AT2019feq,1,Candidate,0.016275,AT2019feq;ZTF19aantiuu,0,0,0,0,0,0
AT2019ffm,1,Candidate,,AT2019ffm;ZTF19aauqywe,0,0,0,0,0,0
AT2019ffn,1,Candidate,,AT2019ffn;ZTF19aauxxgk;ATLAS19kte,0,0,0,0,0,0
AT2019fid,1,Candidate,,AT2019fid;ZTF19aauvfxh,0,0,0,0,0,0
AT2019fig,2,Candidate,,AT2019fig;ZTF19aatyheh,0,0,0,0,0,0
AT2019fih,1,Candidate,,AT2019fih;ZTF19aauwwmq,0,0,0,0,0,0
AT2019fii,1,Candidate,,AT2019fii;ZTF19aampmxw,0,0,0,0,0,0
AT2019fij,1,Candidate,,AT2019fij;ZTF19aasrbas,0,0,0,0,0,0
AT2019fik,1,Candidate,,AT2019fik;ZTF19aauxdwf,0,0,0,0,0,0
AT2019fim,1,Candidate,,AT2019fim;ZTF19aatormo,0,0,0,0,0,0
AT2019fin,1,Candidate,,AT2019fin;ZTF19aassqca,0,0,0,0,0,0
AT2019fip,1,Candidate,,AT2019fip;ZTF18abvucic,0,0,0,0,0,0
AT2019fiq,1,Candidate,,AT2019fiq;ZTF19aatvlbw,0,0,0,0,0,0
AT2019fjv,2,Candidate,,AT2019fjv;ZTF19aauwrya;PS19aig,0,0,0,0,0,0
AT2019fjw,2,Candidate,,AT2019fjw;ZTF19aauwsev,0,0,0,0,0,0
AT2019fjx,2,Candidate,,AT2019fjx;ZTF19aavbkdp;PS19ajt,0,0,0,0,0,0
AT2019fjy,2,Candidate,,AT2019fjy;ZTF19aavbkve,0,0,0,0,0,0
AT2019fki,1,Candidate,,AT2019fki;ATLAS19krq,0,0,0,0,0,0
AT2019fkm,1,Candidate,,AT2019fkm;ZTF19aavguji;ATLAS19kxw,0,0,0,0,0,0
AT2019fle,1,Candidate,,AT2019fle;ZTF19aavhbcz,0,0,0,0,0,0
AT2019fln,1,Candidate,,AT2019fln;DG19lcnl,0,0,0,0,0,0
AT2019flo,1,Candidate,,AT2019flo;DG19ukvo,0,0,0,0,0,0
AT2019flp,1,Candidate,,AT2019flp;DG19nanl,0,0,0,0,0,0
AT2019flr,1,Candidate,,AT2019flr;DG19zaxn,0,0,0,0,0,0
AT2019fls,1,Candidate,,AT2019fls;DG19etsk,0,0,0,0,0,0
AT2019flt,1,Candidate,,AT2019flt;DG19yhhm,0,0,0,0,0,0
AT2019flu,1,Candidate,,AT2019flu;DG19llhk,0,0,0,0,0,0
AT2019flv,1,Candidate,,AT2019flv;DG19fqqk,0,0,0,0,0,0
AT2019flw,1,Candidate,,AT2019flw;DG19bexl,0,0,0,0,0,0
AT2019flx,1,Candidate,,AT2019flx;DG19ootl,0,0,0,0,0,0
AT2019fly,1,Candidate,,AT2019fly;DG19nouo,0,0,0,0,0,0
AT2019flz,1,Candidate,,AT2019flz;DG19oahn,0,0,0,0,0,0
AT2019fne,1,Candidate,,AT2019fne;DG19bann,0,0,0,0,0,0
AT2019fnf,1,Candidate,,AT2019fnf;DG19zzwl,0,0,0,0,0,0
AT2019fnh,1,Candidate,,AT2019fnh;DG19pybq,0,0,0,0,0,0
AT2019fni,1,Candidate,,AT2019fni;DG19qpqp,0,0,0,0,0,0
AT2019fnj,1,Candidate,,AT2019fnj;DG19fbio,0,0,0,0,0,0
AT2019fnk,1,Candidate,,AT2019fnk;DG19cgep,0,0,0,0,0,0
AT2019fnl,1,Candidate,,AT2019fnl;DG19dbln,0,0,0,0,0,0
AT2019fnm,1,Candidate,,AT2019fnm;DG19soko,0,0,0,0,0,0
AT2019fnn,1,Candidate,,AT2019fnn;DG19ziap,0,0,0,0,0,0
AT2019fno,1,Candidate,,AT2019fno;DG19jgkn,0,0,0,0,0,0
AT2019fnp,1,Candidate,,AT2019fnp;DG19gslo,0,0,0,0,0,0
AT2019fnq,1,Candidate,,AT2019fnq;DG19cjtp,0,0,0,0,0,0
AT2019fns,1,Candidate,,AT2019fns;DG19swko,0,0,0,0,0,0
AT2019fnt,1,Candidate,,AT2019fnt;DG19xewn,0,0,0,0,0,0
AT2019fnv,1,Candidate,,AT2019fnv;DG19bsyn,0,0,0,0,0,0
AT2019fnw,1,Candidate,,AT2019fnw;DG19ujcn,0,0,0,0,0,0
AT2019fnx,1,Candidate,,AT2019fnx;DG19qoln,0,0,0,0,0,0
AT2019ftg,1,Candidate,,AT2019ftg;ATLAS19lgk,0,0,0,0,0,0
AT2019ful,3,Candidate,,AT2019ful;ATLAS19lgu,0,0,0,0,0,0
AT2019fun,3,Candidate,,AT2019fun;ATLAS19lgv;ZTF19aaviqnb,0,0,0,0,0,0
AT2019fxl,1,Candidate,,AT2019fxl;ATLAS19lhk,0,0,0,0,0,0
AT2019fxo,1,Candidate,,AT2019fxo;ATLAS19lii,0,0,0,0,0,0
AT2019fxq,2,Candidate,,AT2019fxq;ATLAS19liv,0,0,0,0,0,0
AT2019fxy,2,Candidate,,AT2019fxy;ATLAS19ljy,0,0,0,0,0,0
AT2019fyh,1,Candidate,,AT2019fyh;ZTF19aavlgdy,0,0,0,0,0,0
AT2019fyj,2,Candidate,,AT2019fyj;ZTF19aavhypb,0,0,0,0,0,0
AT2019fyk,1,Candidate,,AT2019fyk;ZTF19aavhyzx,0,0,0,0,0,0
AT2019fyl,1,Candidate,,AT2019fyl;ZTF19aavkuzh,0,0,0,0,0,0
AT2019fym,1,Candidate,,AT2019fym;ZTF19aavldqp,0,0,0,0,0,0
AT2019fyn,1,Candidate,,AT2019fyn;ZTF19aavldrt,0,0,0,0,0,0
AT2019fyo,1,Candidate,,AT2019fyo;ZTF19aavldve,0,0,0,0,0,0
AT2019fyp,1,Candidate,,AT2019fyp;ZTF19aavlesn,0,0,0,0,0,0
AT2019fyq,1,Candidate,,AT2019fyq;ZTF19aavleuf,0,0,0,0,0,0
AT2019fyr,2,Candidate,,AT2019fyr;ZTF19aavigow,0,0,0,0,0,0
AT2019fys,2,Candidate,,AT2019fys;ZTF19aavmtmt,0,0,0,0,0,0
AT2019fyt,1,Candidate,,AT2019fyt;ZTF19aavndxo,0,0,0,0,0,0
AT2019fyu,1,Candidate,,AT2019fyu;ZTF19aavnoyh,0,0,0,0,0,0
AT2019fyy,1,Candidate,,AT2019fyy;ATLAS19llc,0,0,0,0,0,0
AT2019fyz,1,Candidate,,AT2019fyz;ATLAS19lpf,0,0,0,0,0,0
AT2019fza,1,Candidate,,AT2019fza;ATLAS19lpg,0,0,0,0,0,0
AT2019fzb,2,Candidate,,AT2019fzb;ATLAS19lpi,0,0,0,0,0,0
AT2019fzc,2,Candidate,,AT2019fzc;ATLAS19lpo,0,0,0,0,0,0
AT2019fzd,2,Candidate,,AT2019fzd;ATLAS19lpp,0,0,0,0,0,0
AT2019fzf,2,Candidate,,AT2019fzf;ATLAS19lpd,0,0,0,0,0,0
AT2019fzt,1,Candidate,,AT2019fzt;ATLAS19lpa,0,0,0,0,0,0
AT2019fzv,2,Candidate,,AT2019fzv;ATLAS19lpr,0,0,0,0,0,0
AT2019gao,1,Candidate,,AT2019gao;ATLAS19lte,0,0,0,0,0,0
AT2019gaq,2,Candidate,,AT2019gaq;ZTF19aavhwbp,0,0,0,0,0,0
AT2019gar,2,Candidate,,AT2019gar;ZTF19aavhxqx,0,0,0,0,0,0
AT2019gas,2,Candidate,,AT2019gas;ZTF19aavipoo,0,0,0,0,0,0
AT2019gat,2,Candidate,,AT2019gat;ZTF19aavjfha,0,0,0,0,0,0
AT2019gau,1,Candidate,,AT2019gau;ZTF19aavlfvn,0,0,0,0,0,0
AT2019gav,2,Candidate,,AT2019gav;ZTF19aavocxo,0,0,0,0,0,0
AT2019gbg,2,Candidate,,AT2019gbg;ZTF18abntvds,0,0,0,0,0,0
AT2019gbh,2,Candidate,,AT2019gbh;ZTF19aavidqf,0,0,0,0,0,0
AT2019gbi,2,Candidate,,AT2019gbi;ZTF19aavifuy,0,0,0,0,0,0
AT2019gbj,2,Candidate,,AT2019gbj;ZTF19aaviiyy,0,0,0,0,0,0
AT2019gbk,2,Candidate,,AT2019gbk;ZTF19aavipfk,0,0,0,0,0,0
AT2019gbl,2,Candidate,,AT2019gbl;ZTF19aavjkwh,0,0,0,0,0,0
AT2019gbm,1,Candidate,,AT2019gbm;ZTF19aavjlkx,0,0,0,0,0,0
AT2019gbn,2,Candidate,,AT2019gbn;ZTF19aavjlle,0,0,0,0,0,0
AT2019gbo,2,Candidate,,AT2019gbo;ZTF19aavjvkh,0,0,0,0,0,0
AT2019gbp,1,Candidate,,AT2019gbp;ZTF19aavjzny,0,0,0,0,0,0
AT2019gbq,1,Candidate,,AT2019gbq;ZTF19aavmlqh,0,0,0,0,0,0
AT2019gbr,1,Candidate,,AT2019gbr;ZTF19aavoasv,0,0,0,0,0,0
AT2019gbs,1,Candidate,,AT2019gbs;ZTF19aavornj,0,0,0,0,0,0
AT2019gbv,1,Candidate,,AT2019gbv;ZTF19aavhymd,0,0,0,0,0,0
AT2019gbw,2,Candidate,,AT2019gbw;ZTF19aavhzvw,0,0,0,0,0,0
AT2019gby,1,Candidate,,AT2019gby;ZTF18abvgqqn,0,0,0,0,0,0
AT2019gce,1,Candidate,,AT2019gce;ZTF19aaujqmi,0,0,0,0,0,0
AT2019gcf,1,Candidate,,AT2019gcf;ZTF18abdqawe,0,0,0,0,0,0
AT2019gcg,2,Candidate,0.046978,AT2019gcg;ZTF19aaurstb,0,0,0,0,0,0
AT2019gch,1,Candidate,,AT2019gch;ZTF19aaurwzc,0,0,0,0,0,0
AT2019gck,1,Candidate,,AT2019gck;ZTF19aavktnq,0,0,0,0,0,0
AT2019gcm,1,Candidate,,AT2019gcm;ZTF19aavmgtv,0,0,0,0,0,0
AT2019gcn,1,Candidate,,AT2019gcn;ZTF19aavnuur,0,0,0,0,0,0
AT2019gco,1,Candidate,,AT2019gco;ZTF19aavnvnx,0,0,0,0,0,0
AT2019gcp,1,Candidate,,AT2019gcp;ZTF19aavnvwy,0,0,0,0,0,0
AT2019gcq,1,Candidate,0.027163,AT2019gcq;ZTF19aavnwhg,0,0,0,0,0,0
AT2019gcr,1,Candidate,,AT2019gcr;ZTF19aavnwtu,0,0,0,0,0,0
AT2019gcs,1,Candidate,,AT2019gcs;ZTF19aavqyue,0,0,0,0,0,0
AT2019gcu,1,Candidate,,AT2019gcu;ZTF19aavlnjz,0,0,0,0,0,0
AT2019gcv,1,Candidate,,AT2019gcv;ZTF19aavmsxz,0,0,0,0,0,0
AT2019gcx,1,Candidate,,AT2019gcx;ZTF19aavsalm,0,0,0,0,0,0
AT2019gcy,2,Candidate,,AT2019gcy;ZTF19aavmkjs,0,0,0,0,0,0
AT2019gcz,2,Candidate,,AT2019gcz;ZTF19aavmutb,0,0,0,0,0,0
AT2019gdf,1,Candidate,,AT2019gdf;ZTF19aavtulh,0,0,0,0,0,0
AT2019gdz,2,Candidate,,AT2019gdz;ZTF19aavvzwq,0,0,0,0,0,0
AT2019gea,1,Candidate,,AT2019gea;ZTF19aavnwpa,0,0,0,0,0,0
AT2019gec,1,Candidate,,AT2019gec;ZTF19aavqoop,0,0,0,0,0,0
AT2019ged,1,Candidate,,AT2019ged;ZTF19aavqotz,0,0,0,0,0,0
AT2019gee,1,Candidate,,AT2019gee;ZTF19aavqoww,0,0,0,0,0,0
AT2019gef,1,Candidate,,AT2019gef;ZTF19aavqoyu,0,0,0,0,0,0
AT2019geg,1,Candidate,,AT2019geg;ZTF19aavqpyn,0,0,0,0,0,0
AT2019geh,1,Candidate,,AT2019geh;ZTF19aavwarp,0,0,0,0,0,0
AT2019gei,1,Candidate,,AT2019gei;ZTF19aavwbyn,0,0,0,0,0,0
AT2019gej,1,Candidate,,AT2019gej;ZTF19aavwczu,0,0,0,0,0,0
AT2019gek,1,Candidate,,AT2019gek;ZTF19aavwqvn,0,0,0,0,0,0
AT2019gem,1,Candidate,,AT2019gem;ZTF19aavqnkx,0,0,0,0,0,0
AT2019gen,1,Candidate,,AT2019gen;ZTF19aavxgur,0,0,0,0,0,0
AT2019geo,1,Candidate,,AT2019geo;ZTF19aavxikq,0,0,0,0,0,0
AT2019gep,1,Candidate,,AT2019gep;ZTF19aavxjli,0,0,0,0,0,0
AT2019ger,1,Candidate,,AT2019ger;ZTF18aarlukc,0,0,0,0,0,0
AT2019ges,1,Candidate,,AT2019ges;ZTF18adbaewh,0,0,0,0,0,0
AT2019get,1,Candidate,,AT2019get;ZTF19aavnxgx,0,0,0,0,0,0
AT2019geu,1,Candidate,,AT2019geu;ZTF19aavoecb,0,0,0,0,0,0
AT2019gev,1,Candidate,,AT2019gev;ZTF19aavxolt,0,0,0,0,0,0
AT2019gew,1,Candidate,,AT2019gew;ZTF19aavxsxd,0,0,0,0,0,0
AT2019gex,1,Candidate,,AT2019gex;ZTF19aavxwfp,0,0,0,0,0,0
AT2019gey,1,Candidate,,AT2019gey;ZTF19aavzlin,0,0,0,0,0,0
AT2019gez,2,Candidate,,AT2019gez;ZTF19aawaomn,0,0,0,0,0,0
AT2019gfa,1,Candidate,,AT2019gfa;ZTF19aavxyam,0,0,0,0,0,0
AT2019ghm,1,Candidate,,AT2019ghm;ATLAS19lyq,0,0,0,0,0,0
AT2019ghn,2,Candidate,,AT2019ghn;ATLAS19lyw,0,0,0,0,0,0
AT2019gho,1,Candidate,,AT2019gho;ZTF19aavpqhr,0,0,0,0,0,0
AT2019ghp,1,Candidate,,AT2019ghp;ZTF19aavpzke,0,0,0,0,0,0
AT2019ghq,1,Candidate,,AT2019ghq;ZTF19aawbgdh,0,0,0,0,0,0
AT2019ghr,1,Candidate,,AT2019ghr;ZTF19aawevgq,0,0,0,0,0,0
AT2019ghs,1,Candidate,,AT2019ghs;ZTF19aawfbzn,0,0,0,0,0,0
AT2019ght,1,Candidate,,AT2019ght;ZTF19aawfkeg,0,0,0,0,0,0
AT2019ghu,1,Candidate,0.020688,AT2019ghu;ZTF18abtqapc,0,0,0,0,0,0
AT2019ghv,1,Candidate,,AT2019ghv;ZTF19aawfahf,0,0,0,0,0,0
AT2019ghw,1,Candidate,,AT2019ghw;ZTF18abaaqcf,0,0,0,0,0,0
AT2019ghx,1,Candidate,,AT2019ghx;ZTF18abokkfh,0,0,0,0,0,0
AT2019ghy,1,Candidate,,AT2019ghy;ZTF18acdwxcg,0,0,0,0,0,0
AT2019gia,2,Candidate,,AT2019gia;ZTF19aaprxch,0,0,0,0,0,0
AT2019gib,1,Candidate,,AT2019gib;ZTF19aaqtxaf,0,0,0,0,0,0
AT2019gic,2,Candidate,,AT2019gic;ZTF19aatwanp,0,0,0,0,0,0
AT2019gid,1,Candidate,,AT2019gid;ZTF19aatvkdn,0,0,0,0,0,0
AT2019gie,1,Candidate,,AT2019gie;ZTF19aaafqxz,0,0,0,0,0,0
AT2019gig,1,Candidate,,AT2019gig;ZTF19aavoegl,0,0,0,0,0,0
AT2019gii,1,Candidate,,AT2019gii;ZTF19aavldty,0,0,0,0,0,0
AT2019gij,1,Candidate,,AT2019gij;ZTF19aavxusj,0,0,0,0,0,0
AT2019gik,2,Candidate,0.021605,AT2019gik;ZTF19aavyjig,0,0,0,0,0,0
AT2019gio,2,Candidate,,AT2019gio;ZTF18aaqcdiv,0,0,0,0,0,0
AT2019gis,2,Candidate,,AT2019gis;ATLAS19lzi,0,0,0,0,0,0
AT2019giu,1,Candidate,,AT2019giu;ZTF19aavnxwj,0,0,0,0,0,0
AT2019giw,1,Candidate,,AT2019giw;ZTF19aawgolt,0,0,0,0,0,0
AT2019gix,1,Candidate,,AT2019gix;ZTF19aawgovv,0,0,0,0,0,0
AT2019giy,1,Candidate,,AT2019giy;ATLAS19lzl,0,0,0,0,0,0
AT2019gk,1,Candidate,,AT2019gk;ZTF19aaabtvg;MLS190124:000116+463320,0,0,0,0,0,0
AT2019gl,2,Candidate,,AT2019gl;ZTF18adbdmjk,0,0,0,0,0,0
AT2019gm,2,Candidate,0.023873,AT2019gm;ZTF19aaabmng;PS19fu;ATLAS19ahg,0,0,0,0,0,0
AT2019gme,1,Candidate,,AT2019gme;ZTF19aavorpa,0,0,0,0,0,0
AT2019gmf,1,Candidate,,AT2019gmf;ZTF19aavotvg,0,0,0,0,0,0
AT2019gmg,2,Candidate,,AT2019gmg;ZTF19aawjvgz,0,0,0,0,0,0
AT2019gn,1,Candidate,,AT2019gn;ZTF19aaaiztl;PS19eq,0,0,0,0,0,0
AT2019gnr,1,Candidate,,AT2019gnr;ZTF18abagclj,0,0,0,0,0,0
AT2019gns,1,Candidate,,AT2019gns;ZTF18abgjeyh,0,0,0,0,0,0
AT2019gnu,1,Candidate,,AT2019gnu;ZTF18abteipt,0,0,0,0,0,0
AT2019gnv,1,Candidate,,AT2019gnv;ZTF19aawlmoz,0,0,0,0,0,0
AT2019gnx,1,Candidate,,AT2019gnx;ZTF18acufyhr,0,0,0,0,0,0
AT2019gny,2,Candidate,,AT2019gny;ZTF19aavnnzk,0,0,0,0,0,0
AT2019gnz,1,Candidate,,AT2019gnz;ZTF19aawlgrc,0,0,0,0,0,0
AT2019goa,1,Candidate,,AT2019goa;ZTF19aawlluc,0,0,0,0,0,0
AT2019gp,1,Candidate,,AT2019gp;ZTF19aaadegs,0,0,0,0,0,0
