Name,r,claimedtype,redshift,alias,spectrum_count,in_anderson,in_cccp,in_pantheon,in_sanders,spec_class
PS16cwo,9,,,PS16cwo;AT2016czl,0,0,0,0,0,0
PS16cwp,11,,0.054,PS16cwp;AT2016czk,0,0,0,0,0,0
PS16cwu,3,,,PS16cwu;AT2016czj,0,0,0,0,0,0
PS16cww,13,,,PS16cww;AT2016dcp;AT2016cze;PS16cxg,0,0,0,0,0,0
PS16cx,8,,,PS16cx;AT2016da,0,0,0,0,0,0
PS16cxx,3,,,PS16cxx;AT2016ddh,0,0,0,0,0,0
PS16cy,6,,,PS16cy;LSQ14bgm,0,0,0,0,0,0
PS16cyi,4,,,PS16cyi;AT2016ddn,0,0,0,0,0,0
PS16cyj,3,,,PS16cyj;AT2016ddo,0,0,0,0,0,0
PS16cyk,3,,,PS16cyk;AT2016ddp,0,0,0,0,0,0
PS16cyl,2,,,PS16cyl;AT2016ddq,0,0,0,0,0,0
PS16cz,3,,,PS16cz;AT2016db,0,0,0,0,0,0
PS16czs,4,,,PS16czs;AT2016deu,0,0,0,0,0,0
PS16czt,12,,,PS16czt;AT2016dev,0,0,0,0,0,0
PS16czu,3,,,PS16czu;AT2016dew,0,0,0,0,0,0
PS16czv,3,,,PS16czv;AT2016dex,0,0,0,0,0,0
PS16czx,4,,,PS16czx;AT2016dez,0,0,0,0,0,0
PS16czz,5,,0.058,PS16czz;AT2016czx,0,0,0,0,0,0
PS16da,4,,,PS16da;AT2016dc,0,0,0,0,0,0
PS16daa,4,,,PS16daa;AT2016dfb,0,0,0,0,0,0
PS16dab,8,CV,,PS16dab;ASASSN-13ad,0,0,0,0,0,0
PS16dac,4,,,PS16dac;AT2016dfc,0,0,0,0,0,0
PS16dad,4,,,PS16dad;AT2016dfd,0,0,0,0,0,0
PS16dae,4,,,PS16dae;AT2016dfe,0,0,0,0,0,0
PS16daf,4,,,PS16daf;AT2016dff,0,0,0,0,0,0
PS16dag,5,,,PS16dag;AT2016daa,0,0,0,0,0,0
PS16dah,4,,,PS16dah;AT2016dfg,0,0,0,0,0,0
PS16dc,4,,,PS16dc;AT2016de,0,0,0,0,0,0
PS16dcr,4,,,PS16dcr;AT2016dbl,0,0,0,0,0,0
PS16dd,4,,,PS16dd;AT2016df,0,0,0,0,0,0
PS16ddl,11,,,PS16ddl;AT2016dha,0,0,0,0,0,0
PS16ddm,8,,,PS16ddm;AT2016dhb,0,0,0,0,0,0
PS16ddy,3,,,PS16ddy;AT2016dhm,0,0,0,0,0,0
PS16de,4,,,PS16de;AT2016dg,0,0,0,0,0,0
PS16deo,3,,,PS16deo;AT2016dhx,0,0,0,0,0,0
PS16dep,3,,,PS16dep;AT2016dhy,0,0,0,0,0,0
PS16dev,1,,,PS16dev;AT2016die,0,0,0,0,0,0
PS16df,4,,,PS16df;AT2016dh,0,0,0,0,0,0
PS16dfb,7,,,PS16dfb;AT2016dik,0,0,0,0,0,0
PS16dfl,4,,,PS16dfl;AT2016diu,0,0,0,0,0,0
PS16dfn,4,,,PS16dfn;AT2016diw,0,0,0,0,0,0
PS16dfo,3,,,PS16dfo;AT2016dix,0,0,0,0,0,0
PS16dfp,4,,,PS16dfp;AT2016diy,0,0,0,0,0,0
PS16dgh,4,,,PS16dgh;AT2016djq,0,0,0,0,0,0
PS16dgi,5,Candidate,,PS16dgi;AT2016djr;Gaia16awo,0,0,0,0,0,0
PS16dgj,4,,,PS16dgj;AT2016djs,0,0,0,0,0,0
PS16dgo,4,,,PS16dgo;AT2016djx,0,0,0,0,0,0
PS16dgp,4,,,PS16dgp;AT2016djy,0,0,0,0,0,0
PS16dh,3,,,PS16dh;AT2016dj,0,0,0,0,0,0
PS16dhh,4,,,PS16dhh;AT2016dkq,0,0,0,0,0,0
PS16dhz,4,,,PS16dhz;AT2016dli,0,0,0,0,0,0
PS16dia,4,,,PS16dia;AT2016dlj,0,0,0,0,0,0
PS16dib,8,,,PS16dib;AT2016dlk;CSS160910:164807+543702,0,0,0,0,0,0
PS16dic,4,,,PS16dic;AT2016dll,0,0,0,0,0,0
PS16did,4,,,PS16did;AT2016dlm,0,0,0,0,0,0
PS16dio,4,,,PS16dio;AT2016dlx,0,0,0,0,0,0
PS16dip,4,,,PS16dip;AT2016dly,0,0,0,0,0,0
PS16dir,6,,,PS16dir;AT2016dma,0,0,0,0,0,0
PS16dis,2,,,PS16dis;AT2016dmb,0,0,0,0,0,0
PS16diw,2,,,PS16diw;AT2016dmf,0,0,0,0,0,0
PS16dix,8,,,PS16dix;AT2016dmg,0,0,0,0,0,0
PS16djt,3,,,PS16djt;AT2016dnc,0,0,0,0,0,0
PS16dkc,8,,,PS16dkc;AT2016dnl,0,0,0,0,0,0
PS16dkd,3,,,PS16dkd;AT2016dnm,0,0,0,0,0,0
PS16dke,4,,,PS16dke;AT2016dnn,0,0,0,0,0,0
PS16dkf,8,,,PS16dkf;AT2016dno,0,0,0,0,0,0
PS16dkm,4,,,PS16dkm;AT2016dnv,0,0,0,0,0,0
PS16dkn,1,,,PS16dkn;AT2016dnw,0,0,0,0,0,0
PS16dlc,1,,,PS16dlc;AT2016dol,0,0,0,0,0,0
PS16dlj,3,,,PS16dlj;AT2016dos,0,0,0,0,0,0
PS16dlk,3,,,PS16dlk;AT2016dot,0,0,0,0,0,0
PS16dll,7,,,PS16dll;AT2016dou,0,0,0,0,0,0
PS16dlm,3,,,PS16dlm;AT2016dov,0,0,0,0,0,0
PS16dlo,1,,,PS16dlo;AT2016dox,0,0,0,0,0,0
PS16dnm,5,,,PS16dnm;AT2016ekx,0,0,0,0,0,0
PS16dnn,5,,,PS16dnn;AT2016ekw,0,0,0,0,0,0
PS16dno,5,,,PS16dno;AT2016ekz,0,0,0,0,0,0
PS16do,4,,,PS16do;AT2016dq,0,0,0,0,0,0
PS16dob,4,,,PS16dob;AT2016elr,0,0,0,0,0,0
PS16dqo,4,,,PS16dqo;AT2016etv,0,0,0,0,0,0
PS16dqp,3,,,PS16dqp;AT2016etu,0,0,0,0,0,0
PS16dqs,3,,,PS16dqs;AT2016ety,0,0,0,0,0,0
PS16drc,8,,,PS16drc;AT2016etk,0,0,0,0,0,0
PS16dre,8,,,PS16dre;AT2016etm,0,0,0,0,0,0
PS16drv,6,,,PS16drv;AT2016exh,0,0,0,0,0,0
PS16drw,2,,,PS16drw;AT2016exi,0,0,0,0,0,0
PS16drx,1,,,PS16drx;AT2016exj,0,0,0,0,0,0
PS16dsg,4,,,PS16dsg;AT2016ext,0,0,0,0,0,0
PS16dsh,3,,,PS16dsh;AT2016exu,0,0,0,0,0,0
PS16dsk,8,,,PS16dsk;AT2016eyq,0,0,0,0,0,0
PS16dsl,9,,,PS16dsl;AT2016eyp,0,0,0,0,0,0
PS16dsu,9,,,PS16dsu;AT2016ezw,0,0,0,0,0,0
PS16dsz,11,,,PS16dsz;AT2016ezz;Gaia16bbs;CSS160904:173858+351920,0,0,0,0,0,0
PS16dtg,9,,,PS16dtg;AT2016ezj,0,0,0,0,0,0
PS16dth,5,Candidate,,PS16dth;AT2016ezk;Gaia16bcl,0,0,0,0,0,0
PS16dti,5,,,PS16dti;AT2016ezl,0,0,0,0,0,0
PS16dtn,4,Candidate,,PS16dtn;AT2016ezi;Gaia16bbu,0,0,0,0,0,0
PS16dtp,9,,,PS16dtp;AT2016ezn,0,0,0,0,0,0
PS16dtq,4,,,PS16dtq;AT2016fai,0,0,0,0,0,0
PS16dtr,4,,,PS16dtr;AT2016fah,0,0,0,0,0,0
PS16dts,5,,,PS16dts;AT2016faj,0,0,0,0,0,0
PS16dtx,4,,,PS16dtx;AT2016fcy,0,0,0,0,0,0
PS16dua,9,,,PS16dua;AT2016fcz,0,0,0,0,0,0
PS16dub,5,,,PS16dub;AT2016fdc,0,0,0,0,0,0
PS16duf,5,,,PS16duf;AT2016fdg,0,0,0,0,0,0
PS16duj,9,,,PS16duj;AT2016fdk,0,0,0,0,0,0
PS16duk,5,,,PS16duk;AT2016fdj,0,0,0,0,0,0
PS16dul,5,,,PS16dul;AT2016fdm,0,0,0,0,0,0
PS16dun,5,,,PS16dun;AT2016fdo,0,0,0,0,0,0
PS16duo,4,,,PS16duo;AT2016fdn,0,0,0,0,0,0
PS16duw,5,,,PS16duw;AT2016fcl,0,0,0,0,0,0
PS16dux,9,,,PS16dux;AT2016fcs,0,0,0,0,0,0
PS16duy,9,,,PS16duy;AT2016fct,0,0,0,0,0,0
PS16dw,6,,,PS16dw;AT2016dw;MLS160118:082538+152602,0,0,0,0,0,0
PS16dwh,5,,,PS16dwh;AT2016fet,0,0,0,0,0,0
PS16dwj,5,,,PS16dwj;AT2016feu,0,0,0,0,0,0
PS16dwk,3,,,PS16dwk;AT2016few,0,0,0,0,0,0
PS16dxb,9,,,PS16dxb;AT2016ffw,0,0,0,0,0,0
PS16dxc,4,,,PS16dxc;AT2016ffv,0,0,0,0,0,0
PS16dxv,2,,,PS16dxv;AT2016fgn,0,0,0,0,0,0
PS16dxw,1,,,PS16dxw;AT2016fgq,0,0,0,0,0,0
PS16dxx,3,,,PS16dxx;AT2016fgp,0,0,0,0,0,0
PS16dxy,4,,,PS16dxy;AT2016fgs,0,0,0,0,0,0
PS16dxz,4,,,PS16dxz;AT2016fgr,0,0,0,0,0,0
PS16dyh,5,,,PS16dyh;AT2016fhl,0,0,0,0,0,0
PS16dzl,5,,,PS16dzl;AT2016fjr,0,0,0,0,0,0
PS16dzs,5,,,PS16dzs;AT2016flb,0,0,0,0,0,0
PS16dzt,5,,,PS16dzt;AT2016fla,0,0,0,0,0,0
PS16dzu,7,,,PS16dzu;AT2016fld,0,0,0,0,0,0
PS16dzv,5,,,PS16dzv;AT2016flc,0,0,0,0,0,0
PS16dzw,1,,,PS16dzw;AT2016flf,0,0,0,0,0,0
PS16dzx,9,,,PS16dzx;AT2016fle,0,0,0,0,0,0
PS16dzz,5,,,PS16dzz;AT2016flg,0,0,0,0,0,0
PS16e,8,,,PS16e,0,0,0,0,0,0
PS16ea,4,,,PS16ea;AT2016dz,0,0,0,0,0,0
PS16eaa,1,,,PS16eaa;AT2016fli,0,0,0,0,0,0
PS16eab,5,,,PS16eab;AT2016flh,0,0,0,0,0,0
PS16eac,5,,,PS16eac;AT2016fkv,0,0,0,0,0,0
PS16eae,5,,,PS16eae;AT2016fkx,0,0,0,0,0,0
PS16eag,5,,,PS16eag;AT2016fkz,0,0,0,0,0,0
PS16eah,5,,,PS16eah;AT2016fky,0,0,0,0,0,0
PS16eak,5,,,PS16eak;AT2016fne,0,0,0,0,0,0
PS16eas,3,,,PS16eas;AT2016fnt,0,0,0,0,0,0
PS16eaw,5,,,PS16eaw;AT2016fon,0,0,0,0,0,0
PS16eb,5,,,PS16eb;AT2016ea,0,0,0,0,0,0
PS16ebi,8,,,PS16ebi;AT2016ftn,0,0,0,0,0,0
PS16ebj,4,,,PS16ebj;AT2016fto,0,0,0,0,0,0
PS16ebk,4,,,PS16ebk;AT2016ftj,0,0,0,0,0,0
PS16ebl,9,,,PS16ebl;AT2016ftk,0,0,0,0,0,0
PS16ebp,4,,,PS16ebp;AT2016ftr,0,0,0,0,0,0
PS16ebu,3,,,PS16ebu;AT2016fud,0,0,0,0,0,0
PS16ec,8,,,PS16ec;AT2016eb,0,0,0,0,0,0
PS16ecd,5,,,PS16ecd;AT2016fuj,0,0,0,0,0,0
PS16ece,5,,,PS16ece;AT2016ftu,0,0,0,0,0,0
PS16ecg,5,,,PS16ecg;AT2016ftw,0,0,0,0,0,0
PS16ecm,4,,,PS16ecm;AT2016fub,0,0,0,0,0,0
PS16eco,4,,,PS16eco;AT2016fuv,0,0,0,0,0,0
PS16ect,5,,,PS16ect;AT2016fuk,0,0,0,0,0,0
PS16eda,1,,,PS16eda;AT2016fuw,0,0,0,0,0,0
PS16ede,4,,,PS16ede;AT2016ful,0,0,0,0,0,0
PS16edf,4,,,PS16edf;AT2016fun,0,0,0,0,0,0
PS16edj,5,,,PS16edj;AT2016fyf,0,0,0,0,0,0
PS16edl,6,,,PS16edl;AT2016fvr,0,0,0,0,0,0
PS16edm,5,,,PS16edm;AT2016fxb,0,0,0,0,0,0
PS16edn,5,,,PS16edn;AT2016fyp,0,0,0,0,0,0
PS16edt,3,,,PS16edt;AT2016fyv,0,0,0,0,0,0
PS16edu,5,,,PS16edu;AT2016fyu,0,0,0,0,0,0
PS16ee,4,,,PS16ee;AT2016ec,0,0,0,0,0,0
PS16eef,8,,,PS16eef;AT2016fyr,0,0,0,0,0,0
PS16eeg,5,,,PS16eeg;AT2016fys,0,0,0,0,0,0
PS16eel,5,,,PS16eel;AT2016fvo,0,0,0,0,0,0
PS16eem,17,,,PS16eem;AT2016fvp,0,0,0,0,0,0
PS16eeo,5,,,PS16eeo;AT2016fwv,0,0,0,0,0,0
PS16ees,4,,,PS16ees;AT2016fxk,0,0,0,0,0,0
PS16eet,4,,,PS16eet;AT2016fzb,0,0,0,0,0,0
PS16eeu,5,,,PS16eeu;AT2016fyx,0,0,0,0,0,0
PS16eev,5,,,PS16eev;AT2016fyw,0,0,0,0,0,0
PS16eew,4,,,PS16eew;AT2016fzc,0,0,0,0,0,0
PS16eex,7,,,PS16eex;AT2016fwr,0,0,0,0,0,0
PS16eez,2,,,PS16eez;AT2016fxn,0,0,0,0,0,0
PS16ef,4,,,PS16ef;AT2016ed,0,0,0,0,0,0
PS16efb,9,,,PS16efb;AT2016fvu,0,0,0,0,0,0
PS16efc,17,,,PS16efc;AT2016fvq,0,0,0,0,0,0
PS16efq,5,,,PS16efq;AT2016fvy,0,0,0,0,0,0
PS16efr,1,,,PS16efr;AT2016fxl,0,0,0,0,0,0
PS16efs,8,,,PS16efs;AT2016fws,0,0,0,0,0,0
PS16eft,5,,,PS16eft;AT2016fvz,0,0,0,0,0,0
PS16efu,3,,,PS16efu;AT2016fxm,0,0,0,0,0,0
PS16eg,8,,,PS16eg;AT2016ee,0,0,0,0,0,0
PS16ega,4,,,PS16ega;AT2016fyd,0,0,0,0,0,0
PS16egb,5,,,PS16egb;AT2016fyg,0,0,0,0,0,0
PS16egc,1,,,PS16egc;AT2016fvv,0,0,0,0,0,0
PS16egi,5,,,PS16egi;AT2016fxa,0,0,0,0,0,0
PS16egj,5,,,PS16egj;AT2016fwu,0,0,0,0,0,0
PS16egw,1,,,PS16egw;AT2016fxg,0,0,0,0,0,0
PS16eh,4,,,PS16eh;AT2016ef,0,0,0,0,0,0
PS16ehb,3,,,PS16ehb;AT2016fzd,0,0,0,0,0,0
PS16ehk,5,,,PS16ehk;AT2016gco,0,0,0,0,0,0
PS16ehl,5,,,PS16ehl;AT2016gcn,0,0,0,0,0,0
PS16ehm,4,,,PS16ehm;AT2016gcq,0,0,0,0,0,0
PS16ehq,1,,,PS16ehq;AT2016gdc,0,0,0,0,0,0
PS16ehr,5,,,PS16ehr;AT2016gdf,0,0,0,0,0,0
PS16ehs,5,,,PS16ehs;AT2016gde,0,0,0,0,0,0
PS16eht,5,,,PS16eht;AT2016gdh,0,0,0,0,0,0
PS16ehu,9,,,PS16ehu;AT2016gdg,0,0,0,0,0,0
PS16ehv,4,,,PS16ehv;AT2016gdj,0,0,0,0,0,0
PS16ehw,5,,,PS16ehw;AT2016gdi,0,0,0,0,0,0
PS16ehx,5,,,PS16ehx;AT2016gdl,0,0,0,0,0,0
PS16ehy,5,,,PS16ehy;AT2016gdk,0,0,0,0,0,0
PS16ei,4,,,PS16ei;AT2016eg,0,0,0,0,0,0
PS16eik,5,,,PS16eik;AT2016fan,0,0,0,0,0,0
PS16eil,6,,0.00213,PS16eil;AT2016gfh,0,0,0,0,0,0
PS16eim,4,,,PS16eim;AT2016ggc,0,0,0,0,0,0
PS16ejg,5,,,PS16ejg;AT2016gku,0,0,0,0,0,0
PS16ejk,5,,,PS16ejk;AT2016gkw,0,0,0,0,0,0
PS16ejm,5,,,PS16ejm;AT2016gkx,0,0,0,0,0,0
PS16ejo,4,,,PS16ejo;AT2016glq,0,0,0,0,0,0
PS16ejq,5,,0.0397,PS16ejq;AT2016gls,0,0,0,0,0,0
PS16ejs,5,,,PS16ejs;AT2016glu,0,0,0,0,0,0
PS16ejt,5,,,PS16ejt;AT2016glt,0,0,0,0,0,0
PS16eju,5,,,PS16eju;AT2016glw,0,0,0,0,0,0
PS16ejv,10,,,PS16ejv;AT2016glv,0,0,0,0,0,0
PS16ejw,5,,,PS16ejw;AT2016gly,0,0,0,0,0,0
PS16ejx,3,,,PS16ejx;AT2016glx,0,0,0,0,0,0
PS16ejy,5,,,PS16ejy;AT2016glm,0,0,0,0,0,0
PS16ejz,5,,,PS16ejz;AT2016gll,0,0,0,0,0,0
PS16ek,4,,,PS16ek;AT2016eh,0,0,0,0,0,0
PS16eka,5,,,PS16eka;AT2016gln,0,0,0,0,0,0
PS16ekb,5,,,PS16ekb;AT2016ejs,0,0,0,0,0,0
PS16ekg,5,,,PS16ekg;AT2016gne,0,0,0,0,0,0
PS16eki,5,,,PS16eki;AT2016gnj,0,0,0,0,0,0
PS16ekj,7,,,PS16ekj;AT2016gnl,0,0,0,0,0,0
PS16ekk,9,,,PS16ekk;AT2016gnn,0,0,0,0,0,0
PS16ekn,4,,,PS16ekn;AT2016gni,0,0,0,0,0,0
PS16eko,4,,,PS16eko;AT2016gnk,0,0,0,0,0,0
PS16ekp,5,,,PS16ekp;AT2016gnm,0,0,0,0,0,0
PS16ekq,5,,,PS16ekq;AT2016gnp,0,0,0,0,0,0
PS16ekr,4,,,PS16ekr;AT2016gno,0,0,0,0,0,0
PS16eks,8,,,PS16eks;AT2016gna,0,0,0,0,0,0
PS16en,15,,,PS16en;AT2016ej,0,0,0,0,0,0
PS16eo,2,,,PS16eo;AT2016et,0,0,0,0,0,0
PS16ep,2,,,PS16ep;AT2016eu,0,0,0,0,0,0
PS16eq,16,,,PS16eq;AT2016ev,0,0,0,0,0,0
PS16er,4,,,PS16er;AT2016ew,0,0,0,0,0,0
PS16es,8,,,PS16es;AT2016ex,0,0,0,0,0,0
PS16et,4,,,PS16et;AT2016ey,0,0,0,0,0,0
PS16eu,7,,,PS16eu;AT2016ez,0,0,0,0,0,0
PS16ev,3,,,PS16ev;AT2016fa,0,0,0,0,0,0
PS16f,7,Ia,,PS16f;CSS151230:044008+123051,0,0,0,0,0,0
PS16fq,2,,,PS16fq;AT2016ft,0,0,0,0,0,0
PS16fw,11,,,PS16fw;AT2016ae,0,0,0,0,0,0
PS16fy,9,,,PS16fy;AT2016ga,0,0,0,0,0,0
PS16gk,2,,,PS16gk;AT2016gm,0,0,0,0,0,0
PS16gx,3,,,PS16gx;AT2016gy,0,0,0,0,0,0
PS16gz,9,,,PS16gz;AT2016gz,0,0,0,0,0,0
PS16hd,8,,,PS16hd;AT2016hc,0,0,0,0,0,0
PS16hf,3,,,PS16hf;AT2016he,0,0,0,0,0,0
PS16hh,5,,,PS16hh;AT2016hg,0,0,0,0,0,0
PS16hl,4,,,PS16hl;AT2016hk,0,0,0,0,0,0
PS16hz,2,,,PS16hz;AT2016hw,0,0,0,0,0,0
PS16if,4,,,PS16if;AT2016ic,0,0,0,0,0,0
PS16ig,2,,,PS16ig;AT2016id,0,0,0,0,0,0
PS16ik,1,,,PS16ik;AT2016ig,0,0,0,0,0,0
PS16il,1,,,PS16il;AT2016ih,0,0,0,0,0,0
PS16iu,4,,,PS16iu;AT2016af,0,0,0,0,0,0
PS16jf,6,,,PS16jf;AT2016iy,0,0,0,0,0,0
PS16jh,1,,,PS16jh;AT2016ja,0,0,0,0,0,0
PS16jw,1,,,PS16jw;AT2016jo,0,0,0,0,0,0
PS16kd,4,,,PS16kd;AT2016jv,0,0,0,0,0,0
PS16ko,1,,,PS16ko;AT2016ke,0,0,0,0,0,0
PS16kp,4,,,PS16kp;AT2016kf,0,0,0,0,0,0
PS16kr,1,,,PS16kr;AT2016kh,0,0,0,0,0,0
PS16kt,3,,,PS16kt;AT2016ki,0,0,0,0,0,0
PS16ls,6,,,PS16ls;AT2016kr,0,0,0,0,0,0
PS16ly,4,,,PS16ly;AT2016kx,0,0,0,0,0,0
PS16mb,2,,,PS16mb;AT2016la,0,0,0,0,0,0
PS16mc,6,,,PS16mc;AT2016lb,0,0,0,0,0,0
PS16mj,4,,,PS16mj;AT2016lh,0,0,0,0,0,0
PS16mo,3,,,PS16mo;AT2016lm,0,0,0,0,0,0
PS16mp,4,,,PS16mp;AT2016ln,0,0,0,0,0,0
PS16mr,1,,,PS16mr;AT2016lp,0,0,0,0,0,0
PS16ms,3,,,PS16ms;AT2016lq,0,0,0,0,0,0
PS16mt,2,,,PS16mt;AT2016lr,0,0,0,0,0,0
PS16mv,6,,,PS16mv;AT2016lt,0,0,0,0,0,0
PS16na,2,,,PS16na;AT2016ly,0,0,0,0,0,0
PS16nj,7,,,PS16nj;AT2016mh,0,0,0,0,0,0
PS16nm,2,,,PS16nm;AT2016mk,0,0,0,0,0,0
PS16np,3,,,PS16np;AT2016mn,0,0,0,0,0,0
PS16nv,3,,,PS16nv;AT2016mt,0,0,0,0,0,0
PS16ny,3,,,PS16ny;AT2016mw,0,0,0,0,0,0
PS16o,4,,,PS16o;AT2016ba,0,0,0,0,0,0
PS16ob,2,,,PS16ob;AT2016mz,0,0,0,0,0,0
PS16od,1,,,PS16od;AT2016nb,0,0,0,0,0,0
PS16oe,2,,,PS16oe;AT2016nc,0,0,0,0,0,0
PS16oo,1,,,PS16oo;AT2016nl,0,0,0,0,0,0
PS16oy,1,,,PS16oy;AT2016nu,0,0,0,0,0,0
PS16p,6,,,PS16p;AT2016bb,0,0,0,0,0,0
PS16pa,3,,,PS16pa;AT2016nw,0,0,0,0,0,0
PS16pg,4,,,PS16pg;AT2016ob,0,0,0,0,0,0
PS16pi,4,,,PS16pi;AT2016od,0,0,0,0,0,0
PS16po,12,,,PS16po;LSQ15bue,0,0,0,0,0,0
PS16pq,4,,,PS16pq;AT2016oi,0,0,0,0,0,0
PS16pr,1,,,PS16pr;AT2016oj,0,0,0,0,0,0
PS16qc,13,,,PS16qc;AT2016ou,0,0,0,0,0,0
PS16qe,4,,,PS16qe;AT2016ow,0,0,0,0,0,0
PS16qf,4,,,PS16qf;AT2016ox,0,0,0,0,0,0
PS16qg,4,,,PS16qg;AT2016oy,0,0,0,0,0,0
PS16qh,2,,,PS16qh;AT2016oz,0,0,0,0,0,0
PS16qj,3,,,PS16qj;AT2016pb,0,0,0,0,0,0
PS16qk,4,,,PS16qk;AT2016pc,0,0,0,0,0,0
PS16ql,8,,,PS16ql;AT2016pd,0,0,0,0,0,0
PS16qm,6,,,PS16qm;AT2016pe,0,0,0,0,0,0
PS16qn,4,,,PS16qn;AT2016pf,0,0,0,0,0,0
PS16qo,7,,,PS16qo;AT2016pg,0,0,0,0,0,0
PS16qp,4,,,PS16qp;AT2016ph,0,0,0,0,0,0
PS16qq,16,,,PS16qq;AT2016pi,0,0,0,0,0,0
PS16qr,4,,,PS16qr;AT2016pj,0,0,0,0,0,0
PS16qs,2,,,PS16qs;AT2016pk,0,0,0,0,0,0
PS16qt,3,,,PS16qt;AT2016pl,0,0,0,0,0,0
PS16qu,4,,,PS16qu;AT2016pm,0,0,0,0,0,0
PS16qv,9,,,PS16qv;AT2016pn,0,0,0,0,0,0
PS16qy,8,,,PS16qy;AT2016pq,0,0,0,0,0,0
PS16r,3,,,PS16r;AT2016bc,0,0,0,0,0,0
PS16ra,2,,,PS16ra;AT2016ps,0,0,0,0,0,0
PS16rb,10,,,PS16rb;AT2016pt,0,0,0,0,0,0
PS16rp,6,,,PS16rp;AT2016qg,0,0,0,0,0,0
PS16rt,3,,,PS16rt;AT2016qj,0,0,0,0,0,0
PS16ru,4,,,PS16ru;AT2016qk,0,0,0,0,0,0
PS16rv,4,,,PS16rv;AT2016ql,0,0,0,0,0,0
PS16rw,4,,,PS16rw;AT2016qm,0,0,0,0,0,0
PS16rx,4,,,PS16rx;AT2016qn,0,0,0,0,0,0
PS16s,8,,,PS16s;AT2016bd,0,0,0,0,0,0
PS16se,6,,,PS16se;AT2016qu,0,0,0,0,0,0
PS16sf,5,,,PS16sf;AT2016qv,0,0,0,0,0,0
PS16sm,4,,,PS16sm;AT2016rc,0,0,0,0,0,0
PS16sn,8,,,PS16sn;AT2016rd,0,0,0,0,0,0
PS16sq,4,,,PS16sq;AT2016rg,0,0,0,0,0,0
PS16ss,3,,,PS16ss;AT2016ri,0,0,0,0,0,0
PS16st,3,,,PS16st;AT2016rj,0,0,0,0,0,0
PS16sy,1,,,PS16sy;AT2016ro,0,0,0,0,0,0
PS16t,4,,,PS16t;AT2016be,0,0,0,0,0,0
PS16tb,4,,,PS16tb;AT2016rr,0,0,0,0,0,0
PS16tc,4,,,PS16tc;AT2016rs,0,0,0,0,0,0
PS16td,7,,0.0349,PS16td;AT2016rt,0,0,0,0,0,0
PS16te,8,,,PS16te;AT2016ru,0,0,0,0,0,0
PS16tf,2,,,PS16tf;AT2016rv,0,0,0,0,0,0
PS16tj,4,,,PS16tj;AT2016rz,0,0,0,0,0,0
PS16tk,5,,,PS16tk;AT2016sa,0,0,0,0,0,0
PS16tl,14,,,PS16tl;AT2016sb,0,0,0,0,0,0
PS16tm,24,,,PS16tm;AT2016sc,0,0,0,0,0,0
PS16tn,6,,,PS16tn;AT2016sd,0,0,0,0,0,0
PS16tq,8,,,PS16tq;AT2016sg,0,0,0,0,0,0
PS16tv,15,,,PS16tv;AT2016sk,0,0,0,0,0,0
PS16ty,5,,,PS16ty;AT2016sn,0,0,0,0,0,0
PS16tz,7,,,PS16tz;AT2016so,0,0,0,0,0,0
PS16u,4,,,PS16u;AT2016bf,0,0,0,0,0,0
PS16ud,3,Ia,0.037,PS16ud;MASTER OT J110707.62-052244.0;LSQ15btb;MASTER OT JJ110707.62-052244.0,0,0,0,0,0,0
PS16ue,4,,,PS16ue;ASASSN-14hx,0,0,0,0,0,0
PS16uf,3,CV,,PS16uf;AT2016ajv;Gaia16cfx;CSS080305:102938+414046,0,0,0,0,0,0
PS16ug,8,,,PS16ug;AT2016sq,0,0,0,0,0,0
PS16ui,7,,,PS16ui;AT2016ss,0,0,0,0,0,0
PS16ut,5,,,PS16ut;AT2016sz,0,0,0,0,0,0
PS16uu,4,,,PS16uu;AT2016ta,0,0,0,0,0,0
PS16uv,290,CV?,,PS16uv;ASASSN-14lg;Gaia14adn,0,0,0,0,0,0
PS16uz,2,,,PS16uz;AT2016te,0,0,0,0,0,0
PS16v,3,,,PS16v;AT2016bg,0,0,0,0,0,0
PS16vh,2,,,PS16vh;AT2016tm,0,0,0,0,0,0
PS16vi,8,,,PS16vi;AT2016tn,0,0,0,0,0,0
PS16vl,4,,,PS16vl;AT2016tq,0,0,0,0,0,0
PS16vm,2,,,PS16vm;AT2016tr,0,0,0,0,0,0
PS16vo,2,,,PS16vo;AT2016tt,0,0,0,0,0,0
PS16vq,5,,,PS16vq;AT2016tv,0,0,0,0,0,0
PS16vr,3,,,PS16vr;AT2016tw,0,0,0,0,0,0
PS16vs,4,,,PS16vs;AT2016tx,0,0,0,0,0,0
PS16vt,10,,,PS16vt;AT2016ty,0,0,0,0,0,0
PS16vu,11,,,PS16vu;AT2016tz,0,0,0,0,0,0
PS16vv,18,,,PS16vv;AT2016ua,0,0,0,0,0,0
PS16vw,7,,,PS16vw;AT2016ub,0,0,0,0,0,0
PS16vx,11,,,PS16vx;AT2016uc,0,0,0,0,0,0
PS16vy,4,,,PS16vy;AT2016ud,0,0,0,0,0,0
PS16vz,7,,,PS16vz;AT2016ue,0,0,0,0,0,0
PS16we,7,,,PS16we;AT2016uj,0,0,0,0,0,0
PS16wg,8,,,PS16wg;AT2016ul,0,0,0,0,0,0
PS16wh,4,,,PS16wh;AT2016um,0,0,0,0,0,0
